User ID,Subscription Type,Join Date,Last Payment Date,Country,Age,Device,NumericalDate,Label
379,Standard,12-08-22,28-06-23,Spain,46,Smart TV,179,least_interested
380,Basic,05-08-22,27-06-23,Italy,27,Smart TV,178,least_interested
381,Premium,14-07-22,27-06-23,United States,43,Laptop,178,least_interested
382,Standard,07-06-22,26-06-23,Canada,51,Smart TV,177,least_interested
383,Basic,01-06-22,27-06-23,United Kingdom,49,Smart TV,178,least_interested
384,Standard,19-05-22,28-06-23,Australia,35,Smartphone,179,least_interested
385,Premium,22-05-22,27-06-23,Germany,44,Smartphone,178,least_interested
386,Basic,11-07-22,26-06-23,France,48,Tablet,177,least_interested
387,Premium,19-07-22,28-06-23,Brazil,39,Tablet,179,least_interested
388,Standard,21-07-22,28-06-23,Mexico,38,Laptop,179,least_interested
389,Basic,02-08-22,26-06-23,Spain,45,Smart TV,177,least_interested
390,Standard,03-07-22,28-06-23,Italy,43,Laptop,179,least_interested
391,Premium,23-06-22,27-06-23,United States,42,Laptop,178,least_interested
392,Basic,03-06-22,28-06-23,Canada,28,Smart TV,179,least_interested
393,Standard,03-06-22,26-06-23,United Kingdom,40,Tablet,177,least_interested
394,Premium,30-05-22,27-06-23,Australia,41,Tablet,178,least_interested
395,Basic,05-06-22,26-06-23,Germany,45,Laptop,177,least_interested
396,Premium,10-06-22,27-06-23,France,30,Smartphone,178,least_interested
397,Basic,14-07-22,26-06-23,Brazil,31,Smartphone,177,least_interested
398,Standard,15-07-22,27-06-23,Mexico,51,Tablet,178,least_interested
399,Standard,14-07-22,25-06-23,Spain,44,Smartphone,176,least_interested
400,Basic,13-07-22,27-06-23,Italy,49,Laptop,178,least_interested
401,Premium,17-07-22,26-06-23,United States,47,Laptop,177,least_interested
402,Basic,21-07-22,26-06-23,Canada,42,Smartphone,177,least_interested
403,Standard,23-07-22,28-06-23,United Kingdom,28,Smartphone,179,least_interested
404,Premium,01-08-22,28-06-23,Australia,28,Smartphone,179,least_interested
405,Basic,06-08-22,26-06-23,Germany,49,Tablet,177,least_interested
406,Premium,19-08-22,26-06-23,France,32,Smartphone,177,least_interested
407,Basic,26-08-22,27-06-23,Brazil,37,Tablet,178,least_interested
408,Standard,27-09-22,27-06-23,Mexico,37,Tablet,178,least_interested
409,Standard,15-09-22,25-06-23,Spain,37,Smartphone,176,least_interested
410,Basic,02-09-22,25-06-23,Italy,37,Smart TV,176,least_interested
411,Premium,03-09-22,26-06-23,United States,48,Tablet,177,least_interested
412,Basic,03-09-22,26-06-23,Canada,47,Laptop,177,least_interested
413,Standard,24-08-22,26-06-23,United Kingdom,41,Smartphone,177,least_interested
414,Premium,21-08-22,27-06-23,Australia,47,Laptop,178,least_interested
415,Basic,23-08-22,25-06-23,Germany,39,Smartphone,176,least_interested
416,Premium,02-09-22,26-06-23,France,28,Tablet,177,least_interested
417,Basic,21-09-22,29-06-23,Brazil,31,Smart TV,180,least_interested
418,Standard,21-10-22,27-06-23,Mexico,47,Smart TV,178,least_interested
419,Standard,30-10-22,27-06-23,Spain,27,Laptop,178,least_interested
420,Basic,02-11-22,28-06-23,Italy,28,Laptop,179,least_interested
421,Premium,16-10-22,28-06-23,United States,33,Tablet,179,least_interested
422,Basic,15-09-22,29-06-23,Canada,29,Tablet,180,least_interested
423,Standard,12-09-22,27-06-23,United Kingdom,41,Smartphone,178,least_interested
424,Premium,18-09-22,29-06-23,Australia,28,Tablet,180,least_interested
425,Basic,04-10-22,27-06-23,Germany,38,Tablet,178,least_interested
426,Premium,05-10-22,30-06-23,France,35,Laptop,181,moderate_interested
427,Basic,06-11-22,26-06-23,Brazil,51,Smart TV,177,least_interested
428,Standard,17-11-22,28-06-23,Mexico,45,Smartphone,179,least_interested
429,Standard,18-11-22,26-06-23,Spain,51,Laptop,177,least_interested
430,Basic,22-11-22,30-06-23,Italy,46,Smart TV,181,moderate_interested
431,Premium,04-12-22,28-06-23,United States,28,Smart TV,179,least_interested
432,Basic,19-11-22,30-06-23,Canada,46,Smart TV,181,moderate_interested
433,Standard,06-11-22,25-06-23,United Kingdom,46,Smartphone,176,least_interested
434,Premium,15-10-22,29-06-23,Australia,32,Laptop,180,least_interested
435,Basic,17-10-22,28-06-23,Germany,39,Smart TV,179,least_interested
436,Premium,19-10-22,29-06-23,France,41,Smartphone,180,least_interested
437,Basic,23-10-22,25-06-23,Brazil,47,Smart TV,176,least_interested
438,Standard,24-10-22,28-06-23,Mexico,35,Smart TV,179,least_interested
439,Standard,23-10-22,27-06-23,Spain,37,Smart TV,178,least_interested
440,Basic,10-10-22,29-06-23,Italy,47,Tablet,180,least_interested
441,Premium,05-10-22,28-06-23,United States,48,Laptop,179,least_interested
442,Basic,01-07-22,27-06-23,Canada,30,Laptop,178,least_interested
443,Standard,01-07-22,27-06-23,United Kingdom,36,Smart TV,178,least_interested
444,Premium,25-06-22,28-06-23,Australia,50,Smartphone,179,least_interested
445,Basic,24-06-22,28-06-23,Germany,41,Tablet,179,least_interested
446,Basic,28-06-22,28-06-23,France,46,Smartphone,179,least_interested
447,Basic,11-08-22,28-06-23,Brazil,36,Laptop,179,least_interested
448,Standard,12-08-22,27-06-23,Mexico,48,Tablet,178,least_interested
449,Premium,07-08-22,28-06-23,Spain,37,Laptop,179,least_interested
450,Basic,06-08-22,27-06-23,Italy,49,Laptop,178,least_interested
451,Basic,18-07-22,28-06-23,United States,31,Laptop,179,least_interested
452,Premium,16-06-22,26-06-23,Canada,42,Laptop,177,least_interested
453,Standard,30-05-22,28-06-23,United Kingdom,45,Tablet,179,least_interested
454,Standard,28-05-22,28-06-23,Australia,51,Tablet,179,least_interested
455,Basic,31-05-22,27-06-23,Germany,31,Smart TV,178,least_interested
456,Premium,04-06-22,27-06-23,France,41,Tablet,178,least_interested
457,Standard,29-06-22,28-06-23,Brazil,40,Smart TV,179,least_interested
458,Basic,24-07-22,28-06-23,Mexico,27,Tablet,179,least_interested
459,Standard,19-07-22,27-06-23,Spain,46,Tablet,178,least_interested
460,Premium,30-06-22,28-06-23,Italy,30,Smart TV,179,least_interested
461,Basic,16-06-22,27-06-23,United States,37,Smart TV,178,least_interested
462,Premium,10-06-22,28-06-23,Canada,45,Smartphone,179,least_interested
463,Standard,01-06-22,26-06-23,United Kingdom,40,Smart TV,177,least_interested
464,Basic,03-06-22,28-06-23,Australia,45,Laptop,179,least_interested
465,Standard,05-06-22,26-06-23,Germany,34,Laptop,177,least_interested
466,Premium,07-06-22,27-06-23,France,33,Laptop,178,least_interested
467,Basic,22-06-22,26-06-23,Brazil,47,Laptop,177,least_interested
468,Standard,28-06-22,27-06-23,Mexico,32,Smart TV,178,least_interested
469,Premium,29-06-22,29-06-23,Spain,41,Tablet,180,least_interested
470,Basic,03-07-22,28-06-23,Italy,31,Tablet,179,least_interested
471,Premium,08-07-22,27-06-23,United States,43,Tablet,178,least_interested
472,Basic,13-07-22,27-06-23,Canada,32,Tablet,178,least_interested
473,Standard,27-07-22,28-06-23,United Kingdom,46,Smartphone,179,least_interested
474,Standard,30-07-22,28-06-23,Australia,38,Smartphone,179,least_interested
475,Basic,13-08-22,26-06-23,Germany,31,Smart TV,177,least_interested
476,Premium,18-08-22,26-06-23,France,31,Laptop,177,least_interested
477,Basic,24-08-22,27-06-23,Brazil,50,Laptop,178,least_interested
478,Standard,08-09-22,27-06-23,Mexico,32,Laptop,178,least_interested
479,Premium,04-09-22,27-06-23,Spain,38,Smartphone,178,least_interested
480,Basic,04-09-22,27-06-23,Italy,37,Laptop,178,least_interested
481,Premium,04-09-22,26-06-23,United States,36,Smart TV,177,least_interested
482,Basic,27-08-22,27-06-23,Canada,30,Smart TV,178,least_interested
483,Standard,25-08-22,27-06-23,United Kingdom,28,Smart TV,178,least_interested
484,Standard,25-08-22,28-06-23,Australia,40,Smartphone,179,least_interested
485,Basic,01-09-22,28-06-23,Germany,28,Tablet,179,least_interested
486,Premium,13-09-22,26-06-23,France,37,Laptop,177,least_interested
487,Basic,05-10-22,29-06-23,Brazil,30,Smart TV,180,least_interested
488,Standard,08-10-22,28-06-23,Mexico,33,Smart TV,179,least_interested
489,Premium,26-10-22,28-06-23,Spain,49,Tablet,179,least_interested
490,Basic,18-10-22,29-06-23,Italy,36,Smart TV,180,least_interested
491,Premium,07-10-22,28-06-23,United States,28,Smartphone,179,least_interested
492,Basic,17-09-22,30-06-23,Canada,51,Tablet,181,moderate_interested
493,Standard,18-09-22,27-06-23,United Kingdom,35,Smartphone,178,least_interested
494,Standard,27-09-22,29-06-23,Australia,31,Smart TV,180,least_interested
495,Basic,30-09-22,27-06-23,Germany,39,Smartphone,178,least_interested
496,Premium,30-10-22,30-06-23,France,51,Laptop,181,moderate_interested
497,Basic,09-11-22,29-06-23,Brazil,44,Smartphone,180,least_interested
498,Standard,17-11-22,28-06-23,Mexico,41,Smartphone,179,least_interested
499,Premium,18-11-22,26-06-23,Spain,28,Laptop,177,least_interested
500,Basic,22-11-22,30-06-23,Italy,38,Laptop,181,moderate_interested
501,Premium,22-11-22,28-06-23,Spain,43,Smartphone,179,least_interested
502,Basic,21-11-22,30-06-23,Spain,38,Smartphone,181,moderate_interested
503,Standard,10-11-22,26-06-23,United States,30,Tablet,177,least_interested
504,Standard,21-10-22,29-06-23,Canada,32,Laptop,180,least_interested
505,Basic,21-10-22,28-06-23,United States,35,Smartphone,179,least_interested
506,Premium,23-10-22,29-06-23,United States,27,Smart TV,180,least_interested
507,Basic,24-10-22,26-06-23,Canada,49,Tablet,177,least_interested
508,Standard,23-10-22,28-06-23,United Kingdom,42,Tablet,179,least_interested
509,Premium,21-10-22,28-06-23,Australia,40,Smartphone,179,least_interested
510,Basic,06-10-22,29-06-23,Germany,43,Tablet,180,least_interested
511,Premium,26-07-22,28-06-23,France,44,Smart TV,179,least_interested
512,Basic,13-07-22,28-06-23,Brazil,32,Tablet,179,least_interested
513,Standard,06-07-22,28-06-23,Mexico,50,Tablet,179,least_interested
514,Standard,07-07-22,28-06-23,Spain,35,Tablet,179,least_interested
515,Basic,01-07-22,29-06-23,Italy,44,Laptop,180,least_interested
516,Premium,31-07-22,28-06-23,Spain,42,Smart TV,179,least_interested
517,Basic,06-08-22,28-06-23,Spain,34,Smart TV,179,least_interested
518,Standard,07-08-22,27-06-23,United States,37,Tablet,178,least_interested
519,Premium,06-08-22,28-06-23,Canada,43,Smartphone,179,least_interested
520,Basic,03-08-22,28-06-23,United States,32,Smart TV,179,least_interested
521,Basic,18-06-22,28-06-23,United States,33,Smart TV,179,least_interested
522,Basic,17-06-22,27-06-23,Canada,32,Tablet,178,least_interested
523,Standard,07-06-22,29-06-23,United Kingdom,41,Smartphone,180,least_interested
524,Premium,06-06-22,28-06-23,Australia,31,Tablet,179,least_interested
525,Basic,04-06-22,27-06-23,Germany,44,Tablet,178,least_interested
526,Basic,20-06-22,28-06-23,France,49,Laptop,179,least_interested
527,Premium,10-07-22,28-06-23,Brazil,48,Tablet,179,least_interested
528,Standard,13-07-22,29-06-23,Mexico,42,Smartphone,180,least_interested
529,Standard,07-07-22,27-06-23,Spain,50,Laptop,178,least_interested
530,Basic,22-06-22,28-06-23,Italy,49,Smart TV,179,least_interested
531,Premium,15-06-22,27-06-23,Spain,30,Laptop,178,least_interested
532,Standard,03-06-22,28-06-23,Spain,38,Laptop,179,least_interested
533,Basic,04-06-22,27-06-23,United States,38,Smartphone,178,least_interested
534,Standard,05-06-22,28-06-23,Canada,39,Smart TV,179,least_interested
535,Premium,07-06-22,29-06-23,United States,42,Laptop,180,least_interested
536,Basic,14-06-22,29-06-23,United States,28,Smart TV,180,least_interested
537,Premium,17-06-22,27-06-23,Canada,38,Smartphone,178,least_interested
538,Standard,19-06-22,28-06-23,United Kingdom,40,Tablet,179,least_interested
539,Basic,02-07-22,29-06-23,Australia,30,Tablet,180,least_interested
540,Standard,03-07-22,29-06-23,Germany,40,Smartphone,180,least_interested
541,Premium,13-07-22,27-06-23,France,31,Smart TV,178,least_interested
542,Basic,26-07-22,27-06-23,Brazil,41,Smartphone,178,least_interested
543,Standard,27-07-22,28-06-23,Mexico,37,Smartphone,179,least_interested
544,Premium,08-08-22,28-06-23,Spain,49,Tablet,179,least_interested
545,Basic,17-08-22,27-06-23,Italy,29,Smart TV,178,least_interested
546,Premium,20-08-22,26-06-23,Spain,31,Smart TV,177,least_interested
547,Basic,05-09-22,27-06-23,Spain,39,Tablet,178,least_interested
548,Standard,05-09-22,27-06-23,United States,51,Smartphone,178,least_interested
549,Standard,05-09-22,27-06-23,Canada,38,Smartphone,178,least_interested
550,Basic,06-09-22,27-06-23,United States,29,Tablet,178,least_interested
551,Premium,03-09-22,28-06-23,United States,41,Laptop,179,least_interested
552,Basic,29-08-22,27-06-23,Canada,48,Tablet,178,least_interested
553,Standard,27-08-22,28-06-23,United Kingdom,39,Smart TV,179,least_interested
554,Premium,29-08-22,29-06-23,Australia,37,Smartphone,180,least_interested
555,Basic,13-09-22,28-06-23,Germany,37,Smartphone,179,least_interested
556,Premium,24-09-22,27-06-23,France,34,Smartphone,178,least_interested
557,Basic,05-10-22,29-06-23,Brazil,37,Smartphone,180,least_interested
558,Standard,18-10-22,30-06-23,Mexico,37,Smart TV,181,moderate_interested
559,Standard,19-10-22,28-06-23,Spain,51,Tablet,179,least_interested
560,Basic,14-10-22,29-06-23,Italy,45,Laptop,180,least_interested
561,Premium,30-09-22,28-06-23,Spain,29,Laptop,179,least_interested
562,Basic,19-09-22,30-06-23,Spain,37,Laptop,181,moderate_interested
563,Standard,24-09-22,29-06-23,United States,34,Tablet,180,least_interested
564,Premium,28-09-22,29-06-23,Canada,35,Smartphone,180,least_interested
565,Basic,29-09-22,27-06-23,United States,29,Laptop,178,least_interested
566,Premium,11-10-22,01-07-23,United States,45,Tablet,182,moderate_interested
567,Basic,08-11-22,29-06-23,Canada,36,Smart TV,180,least_interested
568,Standard,16-11-22,28-06-23,United Kingdom,27,Laptop,179,least_interested
569,Standard,17-11-22,26-06-23,Australia,31,Laptop,177,least_interested
570,Basic,20-11-22,30-06-23,Germany,41,Laptop,181,moderate_interested
571,Premium,21-11-22,29-06-23,France,37,Smart TV,180,least_interested
572,Basic,21-11-22,30-06-23,Brazil,49,Tablet,181,moderate_interested
573,Standard,18-11-22,27-06-23,Mexico,37,Smart TV,178,least_interested
574,Premium,26-10-22,29-06-23,Spain,36,Smartphone,180,least_interested
575,Basic,25-10-22,28-06-23,Italy,38,Smart TV,179,least_interested
576,Premium,26-10-22,30-06-23,Spain,49,Tablet,181,moderate_interested
577,Basic,23-10-22,26-06-23,Spain,31,Laptop,177,least_interested
578,Standard,23-10-22,28-06-23,United States,29,Laptop,179,least_interested
579,Standard,16-10-22,28-06-23,Canada,35,Tablet,179,least_interested
580,Basic,09-08-22,29-06-23,United States,46,Tablet,180,least_interested
581,Premium,02-08-22,29-06-23,United States,29,Laptop,180,least_interested
582,Basic,16-07-22,28-06-23,Canada,43,Laptop,179,least_interested
583,Standard,17-07-22,28-06-23,United Kingdom,38,Tablet,179,least_interested
584,Premium,14-07-22,28-06-23,Australia,48,Smart TV,179,least_interested
585,Basic,16-07-22,29-06-23,Germany,41,Laptop,180,least_interested
586,Premium,06-08-22,29-06-23,France,51,Laptop,180,least_interested
587,Basic,07-08-22,28-06-23,Brazil,39,Smart TV,179,least_interested
588,Standard,07-08-22,27-06-23,Mexico,31,Smartphone,178,least_interested
589,Standard,04-08-22,29-06-23,Spain,28,Laptop,180,least_interested
590,Basic,29-07-22,29-06-23,Italy,47,Laptop,180,least_interested
591,Premium,19-06-22,28-06-23,Spain,35,Smart TV,179,least_interested
592,Basic,09-06-22,29-06-23,Spain,33,Smartphone,180,least_interested
593,Standard,06-06-22,29-06-23,United States,41,Smartphone,180,least_interested
594,Premium,06-06-22,30-06-23,Canada,38,Smart TV,181,moderate_interested
595,Basic,11-06-22,28-06-23,United States,49,Laptop,179,least_interested
596,Basic,18-06-22,28-06-23,United States,29,Smart TV,179,least_interested
597,Basic,27-06-22,28-06-23,Canada,50,Laptop,179,least_interested
598,Standard,05-07-22,29-06-23,United Kingdom,29,Tablet,180,least_interested
599,Premium,06-07-22,27-06-23,Australia,44,Smart TV,178,least_interested
600,Basic,16-06-22,29-06-23,Germany,36,Smart TV,180,least_interested
601,Basic,05-06-22,30-06-23,France,46,Smart TV,181,moderate_interested
602,Premium,05-06-22,29-06-23,Brazil,30,Smartphone,180,least_interested
603,Standard,06-06-22,27-06-23,Mexico,46,Tablet,178,least_interested
604,Standard,07-06-22,28-06-23,Spain,33,Smartphone,179,least_interested
605,Basic,10-06-22,29-06-23,Italy,46,Tablet,180,least_interested
606,Premium,13-06-22,29-06-23,Spain,50,Tablet,180,least_interested
607,Standard,14-06-22,27-06-23,Spain,27,Smart TV,178,least_interested
608,Basic,22-06-22,28-06-23,United States,48,Smart TV,179,least_interested
609,Standard,03-07-22,29-06-23,Canada,50,Smartphone,180,least_interested
610,Premium,05-07-22,29-06-23,United States,28,Tablet,180,least_interested
611,Basic,11-07-22,28-06-23,United States,29,Smartphone,179,least_interested
612,Premium,17-07-22,27-06-23,Canada,36,Smart TV,178,least_interested
613,Standard,27-07-22,28-06-23,United Kingdom,51,Laptop,179,least_interested
614,Basic,14-08-22,28-06-23,Australia,51,Smartphone,179,least_interested
615,Standard,15-08-22,27-06-23,Germany,43,Smart TV,178,least_interested
616,Premium,02-09-22,27-06-23,France,38,Laptop,178,least_interested
617,Basic,05-09-22,28-06-23,Brazil,45,Smartphone,179,least_interested
618,Standard,06-09-22,28-06-23,Mexico,28,Smart TV,179,least_interested
619,Premium,06-09-22,29-06-23,Spain,27,Smartphone,180,least_interested
620,Basic,05-09-22,27-06-23,Italy,41,Smartphone,178,least_interested
621,Premium,06-09-22,29-06-23,Spain,49,Smart TV,180,least_interested
622,Basic,29-08-22,28-06-23,Spain,35,Smartphone,179,least_interested
623,Standard,30-08-22,28-06-23,United States,29,Smart TV,179,least_interested
624,Standard,02-09-22,30-06-23,Canada,42,Smartphone,181,moderate_interested
625,Basic,20-09-22,28-06-23,United States,33,Tablet,179,least_interested
626,Premium,23-09-22,30-06-23,United States,30,Laptop,181,moderate_interested
627,Basic,29-09-22,29-06-23,Canada,43,Smart TV,180,least_interested
628,Standard,09-10-22,01-07-23,United Kingdom,42,Smartphone,182,moderate_interested
629,Premium,12-10-22,29-06-23,Australia,39,Tablet,180,least_interested
630,Basic,06-10-22,30-06-23,Germany,32,Smart TV,181,moderate_interested
631,Premium,21-09-22,28-06-23,France,31,Smartphone,179,least_interested
632,Basic,23-09-22,01-07-23,Brazil,39,Smartphone,182,moderate_interested
633,Standard,28-09-22,29-06-23,Mexico,41,Smartphone,180,least_interested
634,Standard,29-09-22,29-06-23,Spain,51,Smart TV,180,least_interested
635,Basic,03-10-22,27-06-23,Italy,29,Laptop,178,least_interested
